TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings
44702,100,14132,175 Cross Rd,2013-06-30 00:00:00,4
44702,100,14133,11A  Marion Rd,2013-06-30 00:00:00,3
44702,100,14162,182 Cross Rd,2013-06-30 00:00:00,1
44702,100,13945,9C  Marion Rd,2013-06-30 00:00:00,2
44702,100,12940,17  Grange Rd,2013-06-30 00:00:00,2
44702,100,13813,8K  Marion Rd,2013-06-30 00:00:00,4
44702,100,14094,11  Marion Rd,2013-06-30 00:00:00,4
44702,100,12404,221 Woodville Rd,2013-06-30 00:00:00,2
44703,100,14133,11A  Marion Rd,2013-06-30 00:00:00,2
44703,100,14151,179 Cross Rd,2013-06-30 00:00:00,4
44703,100,13945,9C  Marion Rd,2013-06-30 00:00:00,1
44703,100,14119,172 Cross Rd,2013-06-30 00:00:00,1
44703,100,13813,8K  Marion Rd,2013-06-30 00:00:00,1
44703,100,14124,174 Cross Rd,2013-06-30 00:00:00,4
44703,100,14144,177 Cross Rd,2013-06-30 00:00:00,2
44703,100,14094,11  Marion Rd,2013-06-30 00:00:00,3
44703,100,13454,8B  Marion Rd,2013-06-30 00:00:00,5
44704,100,12817,22  Crittenden Rd,2013-06-30 00:00:00,1
44704,100,13875,9  Marion Rd,2013-06-30 00:00:00,3
44704,100,12562,218 Findon Rd,2013-06-30 00:00:00,3
44704,100,14045,19  Portrush Rd,2013-06-30 00:00:00,1
44704,100,14144,177 Cross Rd,2013-06-30 00:00:00,1
44704,100,12404,221 Woodville Rd,2013-06-30 00:00:00,2
44704,100,13618,8E  Marion Rd,2013-06-30 00:00:00,1
44704,100,14132,175 Cross Rd,2013-06-30 00:00:00,1
44704,100,14162,182 Cross Rd,2013-06-30 00:00:00,2
44704,100,12726,23  Findon Rd,2013-06-30 00:00:00,1
44704,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,1
44704,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,3
44704,100,14124,174 Cross Rd,2013-06-30 00:00:00,1
44704,100,14151,179 Cross Rd,2013-06-30 00:00:00,2
44704,100,12516,219 Woodville Rd,2013-06-30 00:00:00,3
44704,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,4
44704,100,14024,10  Marion Rd,2013-06-30 00:00:00,1
44704,100,14170,183 Cross Rd,2013-06-30 00:00:00,3
44704,100,14147,178 Cross Rd,2013-06-30 00:00:00,1
44704,100,13586,8D  Marion Rd,2013-06-30 00:00:00,2
44704,100,13907,9A  Marion Rd,2013-06-30 00:00:00,1
44704,100,14104,170 Cross Rd,2013-06-30 00:00:00,1
44704,100,14156,181 Cross Rd,2013-06-30 00:00:00,1
44705,100,12404,221 Woodville Rd,2013-06-30 00:00:00,4
44705,100,12966,207 Holbrooks Rd,2013-06-30 00:00:00,3
44705,100,14089,166 Cross Rd,2013-06-30 00:00:00,1
44705,100,14136,176 Cross Rd,2013-06-30 00:00:00,1
44705,100,14162,182 Cross Rd,2013-06-30 00:00:00,5
44705,100,12350,222 Woodville Rd,2013-06-30 00:00:00,2
44705,100,13813,8K  Marion Rd,2013-06-30 00:00:00,3
44705,100,14094,11  Marion Rd,2013-06-30 00:00:00,4
44705,100,12839,21  Crittenden Rd,2013-06-30 00:00:00,1
44705,100,12940,17  Grange Rd,2013-06-30 00:00:00,2
44705,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,5
44705,100,13924,9B  Marion Rd,2013-06-30 00:00:00,2
44705,100,13454,8B  Marion Rd,2013-06-30 00:00:00,4
44705,100,14154,180 Cross Rd,2013-06-30 00:00:00,4
44705,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,1
44705,100,13875,9  Marion Rd,2013-06-30 00:00:00,1
44705,100,14045,19  Portrush Rd,2013-06-30 00:00:00,1
44705,100,12257,25 Torrens Rd,2013-06-30 00:00:00,1
44705,100,13774,8H  Marion Rd,2013-06-30 00:00:00,4
44705,100,14101,169 Cross Rd,2013-06-30 00:00:00,2
44705,100,13524,8C  Marion Rd,2013-06-30 00:00:00,2
44705,100,13586,8D  Marion Rd,2013-06-30 00:00:00,4
44705,100,13670,8F  Marion Rd,2013-06-30 00:00:00,1
44705,100,12726,23  Findon Rd,2013-06-30 00:00:00,5
44705,100,14104,170 Cross Rd,2013-06-30 00:00:00,3
44705,100,14122,173 Cross Rd,2013-06-30 00:00:00,1
44705,100,12657,216 Findon Rd,2013-06-30 00:00:00,5
44705,100,14099,168 Cross Rd,2013-06-30 00:00:00,2
44705,100,14124,174 Cross Rd,2013-06-30 00:00:00,3
44705,100,14147,178 Cross Rd,2013-06-30 00:00:00,2
44705,100,12216,224 Woodville Rd,2013-06-30 00:00:00,1
44705,100,14024,10  Marion Rd,2013-06-30 00:00:00,2
44705,100,14112,171 Cross Rd,2013-06-30 00:00:00,1
44706,100,12839,21  Crittenden Rd,2013-06-30 00:00:00,4
44706,100,13719,8G  Marion Rd,2013-06-30 00:00:00,4
44706,100,14067,163 Cross Rd,2013-06-30 00:00:00,3
44706,100,14081,165 Cross Rd,2013-06-30 00:00:00,1
44706,100,14101,169 Cross Rd,2013-06-30 00:00:00,1
44706,100,14136,176 Cross Rd,2013-06-30 00:00:00,3
44706,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,2
44706,100,14099,168 Cross Rd,2013-06-30 00:00:00,1
44706,100,14124,174 Cross Rd,2013-06-30 00:00:00,4
44706,100,12294,223 Woodville Rd,2013-06-30 00:00:00,1
44706,100,12350,222 Woodville Rd,2013-06-30 00:00:00,1
44706,100,13196,13  Holbrooks Rd,2013-06-30 00:00:00,2
44706,100,14045,19  Portrush Rd,2013-06-30 00:00:00,3
44706,100,14122,173 Cross Rd,2013-06-30 00:00:00,1
44706,100,14094,11  Marion Rd,2013-06-30 00:00:00,3
44706,100,14104,170 Cross Rd,2013-06-30 00:00:00,2
44706,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,3
44706,100,12516,219 Woodville Rd,2013-06-30 00:00:00,1
44706,100,13945,9C  Marion Rd,2013-06-30 00:00:00,5
44706,100,12858,20  Crittenden Rd,2013-06-30 00:00:00,4
44707,100,14104,170 Cross Rd,2013-06-30 00:00:00,1
44707,100,14156,181 Cross Rd,2013-06-30 00:00:00,2
44707,100,14147,178 Cross Rd,2013-06-30 00:00:00,4
44707,100,14081,165 Cross Rd,2013-06-30 00:00:00,3
44707,100,14162,182 Cross Rd,2013-06-30 00:00:00,3
44707,100,14045,19  Portrush Rd,2013-06-30 00:00:00,1
44708,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,3
44708,100,14122,173 Cross Rd,2013-06-30 00:00:00,2
44708,100,14147,178 Cross Rd,2013-06-30 00:00:00,4
44708,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,2
44708,100,14024,10  Marion Rd,2013-06-30 00:00:00,2
44708,100,13524,8C  Marion Rd,2013-06-30 00:00:00,1
44708,100,14045,19  Portrush Rd,2013-06-30 00:00:00,3
44708,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,3
44708,100,14081,165 Cross Rd,2013-06-30 00:00:00,1
44708,100,13907,9A  Marion Rd,2013-06-30 00:00:00,4
44708,100,12257,25 Torrens Rd,2013-06-30 00:00:00,1
44708,100,13454,8B  Marion Rd,2013-06-30 00:00:00,3
44708,100,12940,17  Grange Rd,2013-06-30 00:00:00,1
44708,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,1
44708,100,14089,166 Cross Rd,2013-06-30 00:00:00,1
44708,100,12350,222 Woodville Rd,2013-06-30 00:00:00,5
44709,100,12858,20  Crittenden Rd,2013-06-30 00:00:00,4
44709,100,13045,206 Holbrooks Rd,2013-06-30 00:00:00,1
44709,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,1
44709,100,14049,186 Marion Rd,2013-06-30 00:00:00,2
44709,100,13945,9C  Marion Rd,2013-06-30 00:00:00,1
44709,100,14119,172 Cross Rd,2013-06-30 00:00:00,2
44709,100,14151,179 Cross Rd,2013-06-30 00:00:00,5
44709,100,14154,180 Cross Rd,2013-06-30 00:00:00,1
44709,100,14104,170 Cross Rd,2013-06-30 00:00:00,2
44709,100,13813,8K  Marion Rd,2013-06-30 00:00:00,1
44709,100,14094,11  Marion Rd,2013-06-30 00:00:00,2
44709,100,13618,8E  Marion Rd,2013-06-30 00:00:00,3
44709,100,14122,173 Cross Rd,2013-06-30 00:00:00,1
44709,100,13196,13  Holbrooks Rd,2013-06-30 00:00:00,2
44709,100,13383,8A  Marion Rd,2013-06-30 00:00:00,1
44709,100,13875,9  Marion Rd,2013-06-30 00:00:00,1
44709,100,14099,168 Cross Rd,2013-06-30 00:00:00,1
44709,100,14124,174 Cross Rd,2013-06-30 00:00:00,2
44709,100,12472,220 Woodville Rd,2013-06-30 00:00:00,4
44709,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,2
44709,100,14147,178 Cross Rd,2013-06-30 00:00:00,2
44709,100,12562,218 Findon Rd,2013-06-30 00:00:00,4
44709,100,14081,165 Cross Rd,2013-06-30 00:00:00,4
44709,100,13524,8C  Marion Rd,2013-06-30 00:00:00,2
44709,100,13586,8D  Marion Rd,2013-06-30 00:00:00,1
44709,100,14136,176 Cross Rd,2013-06-30 00:00:00,5
44709,100,14162,182 Cross Rd,2013-06-30 00:00:00,5
44709,100,12940,17  Grange Rd,2013-06-30 00:00:00,2
44709,100,13907,9A  Marion Rd,2013-06-30 00:00:00,2
44709,100,14156,181 Cross Rd,2013-06-30 00:00:00,4
44710,100,13875,9  Marion Rd,2013-06-30 00:00:00,1
44710,100,14144,177 Cross Rd,2013-06-30 00:00:00,1
44710,100,13813,8K  Marion Rd,2013-06-30 00:00:00,3
44710,100,12562,218 Findon Rd,2013-06-30 00:00:00,4
44710,100,13383,8A  Marion Rd,2013-06-30 00:00:00,4
44710,100,14132,175 Cross Rd,2013-06-30 00:00:00,2
44710,100,14133,11A  Marion Rd,2013-06-30 00:00:00,2
44710,100,12350,222 Woodville Rd,2013-06-30 00:00:00,1
44710,100,12858,20  Crittenden Rd,2013-06-30 00:00:00,1
44710,100,13454,8B  Marion Rd,2013-06-30 00:00:00,1
44710,100,12940,17  Grange Rd,2013-06-30 00:00:00,3
44710,100,12966,207 Holbrooks Rd,2013-06-30 00:00:00,1
44710,100,14094,11  Marion Rd,2013-06-30 00:00:00,1
44710,100,12404,221 Woodville Rd,2013-06-30 00:00:00,2
44710,100,13924,9B  Marion Rd,2013-06-30 00:00:00,1
44710,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,1
44710,100,14119,172 Cross Rd,2013-06-30 00:00:00,1
44710,100,14097,167 Cross Rd,2013-06-30 00:00:00,1
44710,100,14124,174 Cross Rd,2013-06-30 00:00:00,3
44710,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,1
44710,100,12657,216 Findon Rd,2013-06-30 00:00:00,1
44710,100,12839,21  Crittenden Rd,2013-06-30 00:00:00,3
44710,100,14170,183 Cross Rd,2013-06-30 00:00:00,2
44710,100,14101,169 Cross Rd,2013-06-30 00:00:00,1
44710,100,13524,8C  Marion Rd,2013-06-30 00:00:00,2
44710,100,14104,170 Cross Rd,2013-06-30 00:00:00,1
44710,100,14156,181 Cross Rd,2013-06-30 00:00:00,1
44710,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,1
44711,100,14132,175 Cross Rd,2013-06-30 00:00:00,2
44711,100,14136,176 Cross Rd,2013-06-30 00:00:00,3
44711,100,14162,182 Cross Rd,2013-06-30 00:00:00,3
44711,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,1
44711,100,13719,8G  Marion Rd,2013-06-30 00:00:00,1
44711,100,13924,9B  Marion Rd,2013-06-30 00:00:00,1
44711,100,14144,177 Cross Rd,2013-06-30 00:00:00,3
44711,100,12940,17  Grange Rd,2013-06-30 00:00:00,1
44711,100,14049,186 Marion Rd,2013-06-30 00:00:00,3
44711,100,14170,183 Cross Rd,2013-06-30 00:00:00,1
44711,100,12294,223 Woodville Rd,2013-06-30 00:00:00,3
44711,100,12890,19  Crittenden Rd,2013-06-30 00:00:00,1
44711,100,14133,11A  Marion Rd,2013-06-30 00:00:00,5
44711,100,14154,180 Cross Rd,2013-06-30 00:00:00,5
44711,100,12562,218 Findon Rd,2013-06-30 00:00:00,2
44711,100,12839,21  Crittenden Rd,2013-06-30 00:00:00,2
44711,100,12257,25 Torrens Rd,2013-06-30 00:00:00,1
44711,100,13586,8D  Marion Rd,2013-06-30 00:00:00,3
44711,100,13670,8F  Marion Rd,2013-06-30 00:00:00,2
44711,100,14151,179 Cross Rd,2013-06-30 00:00:00,1
44711,100,13045,206 Holbrooks Rd,2013-06-30 00:00:00,2
44711,100,13875,9  Marion Rd,2013-06-30 00:00:00,5
44711,100,13524,8C  Marion Rd,2013-06-30 00:00:00,3
44711,100,14156,181 Cross Rd,2013-06-30 00:00:00,2
44711,100,12516,219 Woodville Rd,2013-06-30 00:00:00,3
44711,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,4
44711,100,13618,8E  Marion Rd,2013-06-30 00:00:00,1
44711,100,14024,10  Marion Rd,2013-06-30 00:00:00,1
44711,100,12216,224 Woodville Rd,2013-06-30 00:00:00,1
44711,100,12472,220 Woodville Rd,2013-06-30 00:00:00,5
44711,100,14124,174 Cross Rd,2013-06-30 00:00:00,5
44711,100,14147,178 Cross Rd,2013-06-30 00:00:00,1
44711,100,14122,173 Cross Rd,2013-06-30 00:00:00,2
44711,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,1
44711,100,13383,8A  Marion Rd,2013-06-30 00:00:00,5
44712,100,12294,223 Woodville Rd,2013-06-30 00:00:00,1
44712,100,13524,8C  Marion Rd,2013-06-30 00:00:00,2
44712,100,14156,181 Cross Rd,2013-06-30 00:00:00,1
44712,100,13586,8D  Marion Rd,2013-06-30 00:00:00,2
44712,100,14132,175 Cross Rd,2013-06-30 00:00:00,4
44712,100,14136,176 Cross Rd,2013-06-30 00:00:00,4
44712,100,14162,182 Cross Rd,2013-06-30 00:00:00,1
44712,100,14170,183 Cross Rd,2013-06-30 00:00:00,1
44712,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,1
44712,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,1
44712,100,14147,178 Cross Rd,2013-06-30 00:00:00,4
44712,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,1
44712,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,1
44712,100,14024,10  Marion Rd,2013-06-30 00:00:00,2
44712,100,14097,167 Cross Rd,2013-06-30 00:00:00,2
44712,100,13196,13  Holbrooks Rd,2013-06-30 00:00:00,2
44712,100,13383,8A  Marion Rd,2013-06-30 00:00:00,5
44712,100,14094,11  Marion Rd,2013-06-30 00:00:00,2
44712,100,12404,221 Woodville Rd,2013-06-30 00:00:00,1
44712,100,12516,219 Woodville Rd,2013-06-30 00:00:00,2
44712,100,14151,179 Cross Rd,2013-06-30 00:00:00,1
44712,100,14154,180 Cross Rd,2013-06-30 00:00:00,2
44712,100,14144,177 Cross Rd,2013-06-30 00:00:00,2
44712,100,12858,20  Crittenden Rd,2013-06-30 00:00:00,1
44712,100,14049,186 Marion Rd,2013-06-30 00:00:00,1
44713,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,1
44713,100,14122,173 Cross Rd,2013-06-30 00:00:00,1
44713,100,12726,23  Findon Rd,2013-06-30 00:00:00,5
44713,100,12657,216 Findon Rd,2013-06-30 00:00:00,1
44713,100,14147,178 Cross Rd,2013-06-30 00:00:00,2
44713,100,14151,179 Cross Rd,2013-06-30 00:00:00,2
44713,100,12472,220 Woodville Rd,2013-06-30 00:00:00,5
44713,100,14097,167 Cross Rd,2013-06-30 00:00:00,2
44713,100,14156,181 Cross Rd,2013-06-30 00:00:00,1
44713,100,12404,221 Woodville Rd,2013-06-30 00:00:00,2
44713,100,13924,9B  Marion Rd,2013-06-30 00:00:00,1
44713,100,14136,176 Cross Rd,2013-06-30 00:00:00,2
44713,100,13383,8A  Marion Rd,2013-06-30 00:00:00,4
44713,100,13719,8G  Marion Rd,2013-06-30 00:00:00,1
44713,100,14062,20  Cross Rd,2013-06-30 00:00:00,2
44713,100,14154,180 Cross Rd,2013-06-30 00:00:00,5
44713,100,12562,218 Findon Rd,2013-06-30 00:00:00,2
44713,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,1
44713,100,12350,222 Woodville Rd,2013-06-30 00:00:00,1
44713,100,13813,8K  Marion Rd,2013-06-30 00:00:00,2
44713,100,14144,177 Cross Rd,2013-06-30 00:00:00,4
44714,100,12726,23  Findon Rd,2013-06-30 00:00:00,3
44714,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,1
44714,100,13383,8A  Marion Rd,2013-06-30 00:00:00,1
44714,100,12858,20  Crittenden Rd,2013-06-30 00:00:00,2
44714,100,14104,170 Cross Rd,2013-06-30 00:00:00,1
44714,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,3
44714,100,13618,8E  Marion Rd,2013-06-30 00:00:00,1
44714,100,14119,172 Cross Rd,2013-06-30 00:00:00,1
44714,100,12216,224 Woodville Rd,2013-06-30 00:00:00,1
44714,100,12516,219 Woodville Rd,2013-06-30 00:00:00,2
44714,100,14124,174 Cross Rd,2013-06-30 00:00:00,2
44714,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,1
44714,100,13907,9A  Marion Rd,2013-06-30 00:00:00,1
44714,100,13196,13  Holbrooks Rd,2013-06-30 00:00:00,1
44714,100,13524,8C  Marion Rd,2013-06-30 00:00:00,3
44714,100,14156,181 Cross Rd,2013-06-30 00:00:00,2
44714,100,13045,206 Holbrooks Rd,2013-06-30 00:00:00,2
44714,100,13670,8F  Marion Rd,2013-06-30 00:00:00,1
44714,100,12257,25 Torrens Rd,2013-06-30 00:00:00,1
44714,100,14133,11A  Marion Rd,2013-06-30 00:00:00,1
44714,100,12562,218 Findon Rd,2013-06-30 00:00:00,1
44714,100,12940,17  Grange Rd,2013-06-30 00:00:00,2
44714,100,14170,183 Cross Rd,2013-06-30 00:00:00,1
44714,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,2
44714,100,13924,9B  Marion Rd,2013-06-30 00:00:00,1
44714,100,14144,177 Cross Rd,2013-06-30 00:00:00,3
44714,100,12404,221 Woodville Rd,2013-06-30 00:00:00,1
44714,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,1
44714,100,14081,165 Cross Rd,2013-06-30 00:00:00,2
44714,100,14094,11  Marion Rd,2013-06-30 00:00:00,2
44714,100,14132,175 Cross Rd,2013-06-30 00:00:00,1
44714,100,14136,176 Cross Rd,2013-06-30 00:00:00,1
44714,100,14162,182 Cross Rd,2013-06-30 00:00:00,1
44715,100,14049,186 Marion Rd,2013-06-30 00:00:00,3
44715,100,14144,177 Cross Rd,2013-06-30 00:00:00,2
44715,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,2
44715,100,14151,179 Cross Rd,2013-06-30 00:00:00,2
44715,100,14154,180 Cross Rd,2013-06-30 00:00:00,1
44715,100,12516,219 Woodville Rd,2013-06-30 00:00:00,1
44715,100,12404,221 Woodville Rd,2013-06-30 00:00:00,1
44715,100,12657,216 Findon Rd,2013-06-30 00:00:00,1
44715,100,12966,207 Holbrooks Rd,2013-06-30 00:00:00,2
44715,100,13813,8K  Marion Rd,2013-06-30 00:00:00,2
44715,100,14089,166 Cross Rd,2013-06-30 00:00:00,1
44715,100,14094,11  Marion Rd,2013-06-30 00:00:00,1
44715,100,13618,8E  Marion Rd,2013-06-30 00:00:00,1
44715,100,13875,9  Marion Rd,2013-06-30 00:00:00,1
44715,100,12350,222 Woodville Rd,2013-06-30 00:00:00,4
44715,100,12858,20  Crittenden Rd,2013-06-30 00:00:00,3
44715,100,13196,13  Holbrooks Rd,2013-06-30 00:00:00,2
44715,100,13719,8G  Marion Rd,2013-06-30 00:00:00,2
44715,100,12472,220 Woodville Rd,2013-06-30 00:00:00,3
44715,100,14124,174 Cross Rd,2013-06-30 00:00:00,1
44715,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,1
44715,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,5
44715,100,14024,10  Marion Rd,2013-06-30 00:00:00,1
44715,100,12562,218 Findon Rd,2013-06-30 00:00:00,1
44715,100,12726,23  Findon Rd,2013-06-30 00:00:00,5
44715,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,2
44715,100,14112,171 Cross Rd,2013-06-30 00:00:00,2
44715,100,12940,17  Grange Rd,2013-06-30 00:00:00,4
44715,100,14170,183 Cross Rd,2013-06-30 00:00:00,1
44715,100,13924,9B  Marion Rd,2013-06-30 00:00:00,2
44715,100,14067,163 Cross Rd,2013-06-30 00:00:00,1
44715,100,14101,169 Cross Rd,2013-06-30 00:00:00,1
44715,100,13586,8D  Marion Rd,2013-06-30 00:00:00,1
44715,100,14132,175 Cross Rd,2013-06-30 00:00:00,1
44715,100,14136,176 Cross Rd,2013-06-30 00:00:00,2
44715,100,14162,182 Cross Rd,2013-06-30 00:00:00,4
44715,100,12294,223 Woodville Rd,2013-06-30 00:00:00,1
44716,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,2
44716,100,12350,222 Woodville Rd,2013-06-30 00:00:00,1
44716,100,13813,8K  Marion Rd,2013-06-30 00:00:00,1
44716,100,12562,218 Findon Rd,2013-06-30 00:00:00,1
44716,100,12937,18  Crittenden Rd,2013-06-30 00:00:00,1
44716,100,13670,8F  Marion Rd,2013-06-30 00:00:00,1
44716,100,14154,180 Cross Rd,2013-06-30 00:00:00,2
44716,100,14133,11A  Marion Rd,2013-06-30 00:00:00,4
44716,100,13383,8A  Marion Rd,2013-06-30 00:00:00,5
44716,100,14094,11  Marion Rd,2013-06-30 00:00:00,2
44716,100,12216,224 Woodville Rd,2013-06-30 00:00:00,4
44716,100,12404,221 Woodville Rd,2013-06-30 00:00:00,1
44716,100,13924,9B  Marion Rd,2013-06-30 00:00:00,1
44716,100,14049,186 Marion Rd,2013-06-30 00:00:00,3
44716,100,14132,175 Cross Rd,2013-06-30 00:00:00,1
44716,100,14162,182 Cross Rd,2013-06-30 00:00:00,2
44716,100,14081,165 Cross Rd,2013-06-30 00:00:00,1
44716,100,13524,8C  Marion Rd,2013-06-30 00:00:00,2
44716,100,14119,172 Cross Rd,2013-06-30 00:00:00,1
44716,100,12257,25 Torrens Rd,2013-06-30 00:00:00,1
44716,100,12472,220 Woodville Rd,2013-06-30 00:00:00,4
44716,100,14151,179 Cross Rd,2013-06-30 00:00:00,2
44716,100,12657,216 Findon Rd,2013-06-30 00:00:00,1
44716,100,12839,21  Crittenden Rd,2013-06-30 00:00:00,3
44716,100,14124,174 Cross Rd,2013-06-30 00:00:00,5
44716,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,3
44716,100,14170,183 Cross Rd,2013-06-30 00:00:00,1
44716,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,2
44716,100,13907,9A  Marion Rd,2013-06-30 00:00:00,1
44716,100,14104,170 Cross Rd,2013-06-30 00:00:00,2
44716,100,14122,173 Cross Rd,2013-06-30 00:00:00,1
44716,100,13586,8D  Marion Rd,2013-06-30 00:00:00,2
44717,100,12350,222 Woodville Rd,2013-06-30 00:00:00,2
44717,100,14132,175 Cross Rd,2013-06-30 00:00:00,3
44717,100,14136,176 Cross Rd,2013-06-30 00:00:00,3
44717,100,14162,182 Cross Rd,2013-06-30 00:00:00,1
44717,100,14094,11  Marion Rd,2013-06-30 00:00:00,1
44717,100,14081,165 Cross Rd,2013-06-30 00:00:00,3
44717,100,14097,167 Cross Rd,2013-06-30 00:00:00,1
44717,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,4
44717,100,13924,9B  Marion Rd,2013-06-30 00:00:00,1
44717,100,12294,223 Woodville Rd,2013-06-30 00:00:00,1
44717,100,12940,17  Grange Rd,2013-06-30 00:00:00,1
44717,100,13945,9C  Marion Rd,2013-06-30 00:00:00,1
44717,100,14154,180 Cross Rd,2013-06-30 00:00:00,1
44717,100,14170,183 Cross Rd,2013-06-30 00:00:00,1
44717,100,12562,218 Findon Rd,2013-06-30 00:00:00,2
44717,100,13813,8K  Marion Rd,2013-06-30 00:00:00,5
44717,100,13670,8F  Marion Rd,2013-06-30 00:00:00,1
44717,100,14067,163 Cross Rd,2013-06-30 00:00:00,1
44717,100,13907,9A  Marion Rd,2013-06-30 00:00:00,1
44717,100,14062,20  Cross Rd,2013-06-30 00:00:00,1
44717,100,14122,173 Cross Rd,2013-06-30 00:00:00,1
44717,100,14156,181 Cross Rd,2013-06-30 00:00:00,1
44717,100,13196,13  Holbrooks Rd,2013-06-30 00:00:00,2
44717,100,13524,8C  Marion Rd,2013-06-30 00:00:00,1
44717,100,13875,9  Marion Rd,2013-06-30 00:00:00,2
44717,100,12216,224 Woodville Rd,2013-06-30 00:00:00,3
44717,100,12516,219 Woodville Rd,2013-06-30 00:00:00,3
44717,100,13383,8A  Marion Rd,2013-06-30 00:00:00,3
44717,100,14119,172 Cross Rd,2013-06-30 00:00:00,1
44717,100,14151,179 Cross Rd,2013-06-30 00:00:00,3
44717,100,12726,23  Findon Rd,2013-06-30 00:00:00,4
44717,100,14049,186 Marion Rd,2013-06-30 00:00:00,1
44717,100,14104,170 Cross Rd,2013-06-30 00:00:00,1
44717,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,1
44718,100,13524,8C  Marion Rd,2013-06-30 00:00:00,5
44718,100,13586,8D  Marion Rd,2013-06-30 00:00:00,2
44718,100,13774,8H  Marion Rd,2013-06-30 00:00:00,1
44718,100,12257,25 Torrens Rd,2013-06-30 00:00:00,1
44718,100,14132,175 Cross Rd,2013-06-30 00:00:00,1
44718,100,14136,176 Cross Rd,2013-06-30 00:00:00,2
44718,100,12612,217 Findon Rd,2013-06-30 00:00:00,1
44718,100,13924,9B  Marion Rd,2013-06-30 00:00:00,2
44718,100,12839,21  Crittenden Rd,2013-06-30 00:00:00,1
44718,100,14170,183 Cross Rd,2013-06-30 00:00:00,2
44718,100,12726,23  Findon Rd,2013-06-30 00:00:00,4
44718,100,14099,168 Cross Rd,2013-06-30 00:00:00,4
44718,100,14024,10  Marion Rd,2013-06-30 00:00:00,2
44718,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,3
44718,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,5
44718,100,13383,8A  Marion Rd,2013-06-30 00:00:00,1
44718,100,12350,222 Woodville Rd,2013-06-30 00:00:00,1
44718,100,13196,13  Holbrooks Rd,2013-06-30 00:00:00,2
44718,100,13719,8G  Marion Rd,2013-06-30 00:00:00,1
44718,100,14104,170 Cross Rd,2013-06-30 00:00:00,3
44718,100,12216,224 Woodville Rd,2013-06-30 00:00:00,1
44718,100,12404,221 Woodville Rd,2013-06-30 00:00:00,3
44718,100,14074,164 Cross Rd,2013-06-30 00:00:00,1
44718,100,14151,179 Cross Rd,2013-06-30 00:00:00,2
44718,100,12562,218 Findon Rd,2013-06-30 00:00:00,1
44718,100,12817,22  Crittenden Rd,2013-06-30 00:00:00,1
44718,100,13273,203 Holbrooks Rd,2013-06-30 00:00:00,2
44718,100,12890,19  Crittenden Rd,2013-06-30 00:00:00,1
44718,100,13072,205 Holbrooks Rd,2013-06-30 00:00:00,1
44718,100,14049,186 Marion Rd,2013-06-30 00:00:00,1
44719,100,12726,23  Findon Rd,2013-06-30 00:00:00,3
44719,100,13335,9A  Holbrooks Rd,2013-06-30 00:00:00,1
44719,100,12780,22A  Crittenden Rd,2013-06-30 00:00:00,1
44719,100,14024,10  Marion Rd,2013-06-30 00:00:00,2
44719,100,14170,183 Cross Rd,2013-06-30 00:00:00,1
